기사 제목,내용,링크
"로봇이 1536개 DNA 동시 조립·분석…""연구 속도 10배 높여""",“유전자 코드를 바꿔서 다시 해봅시다.” 위생 가운을 입은 연구자가 컴퓨터로 유전자 코드를 새로 입력하자 100㎡(30평) 실내에 빼곡히 들어찬 80여 대의 장비들이 ‘지이잉’ 소리를 내며 작동했다. 장비 대부분은 ,https://n.news.naver.com/mnews/article/011/0004474894
"최민희 의원, 과기AI부 신설법 대표 발의",최민희 더불어민주당 의원(국회 과학기술정보방송통신위원장)이 과학기술정보통신부에 인공지능(AI) 관련 정책 기능을 추가한 ‘과학기술정보통신인공지능부’를 신설하는 정부조직법 개정안을 대표 발의했다고 16일 밝혔다. 개정,https://n.news.naver.com/mnews/article/011/0004474893
업스테이지의 생존전략은?…“자체 AI 역량으로 글로벌 정조준”,"경량 LLM ‘솔라’로 글로벌 SLM 시장 정조준 6월 ‘솔라 프로 1.5’ 출시…성능으로 中 LLM에 도전 태국 소버린 AI 구축 성공…글로벌 확장에 탄력 ""2025년은 인공지능(AI)이 모든 영역에서 인간을 넘어",https://n.news.naver.com/mnews/article/029/0002948634
"SK C&C, 농협 슈퍼앱 구축…디지털금융 플랫폼 전환 협력","SK C&C는 농협중앙회, NH농협은행과 함께 추진한 ‘NH농협 디지털금융 플랫폼 전환 구축 사업’을 완료했다고 16일 밝혔다. NH농협 고객 1300만여 명이 영업점 방문 없이 다양한 금융 서비스를 비대면으로 하나",https://n.news.naver.com/mnews/article/015/0005120116
"""AI 에이전트로 업무 자동화, 선택 아니라 필수""",해외법인과 공급망 관련 회의가 잦은 국내 기업 A사는 최근 업무 전 과정에 인공지능(AI) 에이전트를 도입했다. 다국어 회의 시 AI가 실시간으로 한글 자막을 제공하고 자동 번역을 지원하는 삼성SDS의 브리티 코파일,https://n.news.naver.com/mnews/article/015/0005120115
"""5월에 필 꽃이 벌써 활짝"" 기후위기로 빨라진 식물시계",“10년 전만 해도 아직 안 피었거나 막 피었어야 할 식물들이 벌써 져 버렸네요.” 지난 14일 경기도 포천에 위치한 국립수목원의 전시원(화목원)의 미선나무를 보며 김동학 임업연구사가 이같이 설명했다. 수목원의 미선,https://n.news.naver.com/mnews/article/018/0005989483
6400억원 합의 시도 퇴짜맞은 저커버그,"메타 반독점 재판 앞두고 美연방거래위원회에 제안 ""트럼프에도 개입 요청"" 마크 저커버그 메타 최고경영자(CEO)가 페이스북의 모회사인 메타플랫폼에 대한 반독점 재판을 앞두고 소송을 제기한 미 연방거래위원회(FTC)와",https://n.news.naver.com/mnews/article/009/0005477517
"반도체 재정 확대, 대구에 활기…팹리스와 AI육성 업무협약",정부가 반도체 산업 지원 규모를 대폭 확대한다는 청사진을 제시하면서 시스템 반도체 중심의 산업 육성을 추진하는 대구경북 지역 업계의 기대감도 높아지고 있다. 앞서 15일 정부는 '글로벌 반도체 경쟁력 선점을 위한 재,https://n.news.naver.com/mnews/article/088/0000942430
"""올해 1분기 스마트폰 출하량 증가...삼성이 1위""","갤럭시 S25 출시 효과...잠정 출하량 6100만대, 점유율 20% 애플, '아이폰 16e'로 전년比 격차 줄여...""일본 등서 성과 기여"" 전 세계 스마트폰의 출하량이 신흥 시장에 힘입어 올 1분기 성장한 것으로",https://n.news.naver.com/mnews/article/029/0002948629
"OGQ, 창작자 권리 보호 ‘AI 창작 3원칙’ 발표","IP 콘텐츠 마켓, OGQ(대표 신철호)가 ‘AI 창작 3원칙(Creator First Principles)’을 공식 발표하며, 빠르게 변화하는 생성형 AI 시대 속에서도 창작자의 권리와 창작 생태계를 최우선에 두겠",https://n.news.naver.com/mnews/article/025/0003434574
M4 맥북에어 한국 출시…기본가 159만원 동결,"애플이 M4 칩을 탑재한 보급형 노트북 '맥북 에어(MacBook Air)' 후속 모델을 16일 한국에 출시했다. 기본사양 기준 국내 출시가는 부가가치세(VAT) 포함 13인치 모델 159만원, 15인치 모델 189",https://n.news.naver.com/mnews/article/008/0005181578
"미디어 새 판 짜는 KT, AI로 만든 숏폼 띄운다",KT(030200)그룹이 인공지능(AI) 기술을 앞세워 숏폼 콘텐츠 시장을 공략한다. 이와 함께 인터넷 TV(IPTV) 플랫폼 지니 TV에 AI 에이전트를 탑재한다. 2026년까지 약 5000억 원을 투자해 미디어 ,https://n.news.naver.com/mnews/article/011/0004474874
"니어스랩, 소프트뱅크와 MOU…日 드론 시장 진출 박차","니어스랩은 일본 대표 기업 소프트뱅크와 업무협약(MOU)을 체결하고 인공지능(AI) 자율비행 드론 일본 시장 진출에 본격 나선다고 16일 밝혔다. 이번 협력은 양사가 지난 5년간 쌓아온 신뢰를 바탕으로, 기술 협력을",https://n.news.naver.com/mnews/article/018/0005989475
"삼성SDS, 제조분야 '인더스트리 데이' 개최",삼성SDS(삼성에스디에스)가 16일 서울 잠실 스카이31 컨벤션에서 '제조의 미래를 준비하는 삼성SDS 인더스트리 데이' 세미나를 열고 제조기업을 대상으로 생성형 인공지능(AI) 기술과 전사적자원관리(ERP) 등 특,https://n.news.naver.com/mnews/article/008/0005181573
"최민희, 부총리급 '과기정통인공지능부' 격상 개정안 발의",국회 과학기술정보방송통신위원회 위원장인 더불어민주당 최민희 의원이 인공지능(AI) 시대에 맞는 정부 조직 개편을 위한 ‘정부조직법 일부개정법률안’을 대표 발의했다. 16일 정치권에 따르면 이번 개정안은 과학기술정보통,https://n.news.naver.com/mnews/article/014/0005336947
"KCA, KIRIA와 ICT 융합 로봇 산업 활성화 위한 MOU",한국방송통신전파진흥원(KCA)은 한국로봇산업진흥원(KIRIA)과 ICT 융합 로봇 서비스 확산과 산업 활성화를 위해 업무협약(MOU)을 체결했다고 16일 밝혔다. 대구광역시 소재 한국로봇산업진흥원 본원에서 열린 협약,https://n.news.naver.com/mnews/article/119/0002946060
"KT ""티빙·웨이브 합병, 티빙 주주가치 부합하는지 의문""",KT는 16일 티빙과 웨이브가 합병을 추진하는 것에 대해 티빙 주주 가치에 부합하지 않는다는 입장을 밝혔다. KT 미디어부문장 김채희 전무는 이날 서울 강남구 안다즈 서울 강남 호텔에서 열린 ‘KT그룹 미디어토크’ ,https://n.news.naver.com/mnews/article/014/0005336943
21세기 가장 많이 인용된 논문도 AI…챗GPT 근간 MS 신경망 연구,21세기 들어 가장 많이 인용된 논문은 2016년 마이크로소프트(MS) 연구진이 발표한 '딥 레지듀얼 러닝'(ResNet) 네트워크 논문인 것으로 나타났다. 딥러닝 핵심이 되는 인공신경망의 효율적 학습을 다루는 논문,https://n.news.naver.com/mnews/article/421/0008197353
"임광혁 대표 ""신장 치료 리더십 바탕으로, 생명유지 장기 치료 발전에 전념”","지난 2월 박스터 신장사업부에서 분사한 밴티브가 독립기업으로 새출범하며 ‘주요 장기치료 전문기업으로 도약’이라는 포부를 밝혔다. 밴티브코리아는 16일 국내 출범 기자간담회에서 사명인 ‘생명 연장으로, 더 넓은 가능성",https://n.news.naver.com/mnews/article/092/0002370917
"업스테이지, '이미지+텍스트' 통합 VLM 선보인다",국내 인공지능(AI) 스타트업 업스테이지가 글자·이미지 등 다양한 데이터를 동시에 처리하는 비전언어모델(VLM) '솔라 DocVLM'를 오는 6월 내놓는다. 솔라 DocVLM은 메타의 '라마 4 스카우트'나 구글의 ,https://n.news.naver.com/mnews/article/015/0005120084
유종일 “'제조업 연계 전 산업 AI전환 필수…국민펀드 조성할 것”,"이재명 더불어민주당 대선 예비 후보의 싱크탱크 ‘성장과통합’이 16일 닻을 올렸다. 성장과통합은 인공지능(AI)과 제조업의 연계로 전 산업의 AI 전환, 즉 인공지능전환(AX)을 성장의 열쇠로 제시했다. 이날 출범식",https://n.news.naver.com/mnews/article/011/0004474864
"이주호 부총리, 미복귀 유급 의대생에 ""학칙 따라 엄정 대응""",이주호 부총리겸 교육부장관은 미복귀에 따른 유급 위기에 놓인 의대생에 대해 “학칙을 적용할 것”이라는 점을 거듭 강조했다. 15일 교육·사회·문화에 관한 국회 대정부질문에서 서지영 국민의힘 의원은 “의대생 유급 사태,https://n.news.naver.com/mnews/article/092/0002370916
AI ‘범죄 연루’ 사례 1년 사이 56.4% 증가,인공지능(AI) 발전으로 AI가 범죄에 연루되는 사례가 크게 늘어난 것으로 조사됐다. 소프트웨어정책연구소(SPRi)는 16일 ‘AI 인덱스 2025 주요 내용과 시사점’이라는 제목의 이슈 리포트를 내고 이같이 밝혔다,https://n.news.naver.com/mnews/article/032/0003363750
쏘카 앱에서 `따릉이` 빌리세요…최대 반값 할인,모빌리티 플랫폼 쏘카는 서울시와 협력해 공공자전거 따릉이를 쏘카 앱에서 이용할 수 있도록 서비스를 연계한다고 16일 밝혔다. 서울 시민은 쏘카 앱 하나로 서울시에서 운영 중인 4만5000여대의 따릉이와 전국에서 운영,https://n.news.naver.com/mnews/article/029/0002948618
수소사업 한발짝 물러난 포스코…'패스트 팔로워' 전략 변경,포스코그룹이 장인화 회장 취임 후 사업 재편에 속도를 내는 가운데 수소사업 전략에도 변화를 준다. 16일 업계에 따르면 포스코그룹은 일부 수소사업 투자 계획을 조정했다. 수소 생산에 투자하기보다는 조달하는 데 집중하,https://n.news.naver.com/mnews/article/092/0002370915
"'서울~부산 20분' 꿈의 열차, 하이퍼튜브 시동…현실화는 먼길",꿈에서나 가능할 것 같던 시속 1200km의 열차가 현실이 될까. 최근 국토교통부가 차세대 초고속 육상 교통수단으로 주목받는 ‘하이퍼튜브’의 핵심 기술인 자기부상 추진 기술 개발에 착수한다고 밝혀 눈길을 끌고 있다.,https://n.news.naver.com/mnews/article/018/0005989465
21대 대선 선방위 첫 회의…위원장에 한균태 전 경희대 총장,방송통신심의위원회는 16일 서울 목동 방송회관에서 제21대 대통령선거 선거방송심의위원회 위원 위촉식을 열었다. 이번 선방위 임기는 대통령선거 실시사유가 확정된 후 10일인 4월 14일부터 선거일 30일 뒤인 7월 3,https://n.news.naver.com/mnews/article/421/0008197340
"""기술이전은 산·학·연 역할분담 중요…성패 관건은 'IP 전략'""","""기술이전·사업화는 단순한 연구성과 이전이 아니다. 기술을 뒷받침하는 법적 권리, 즉 IP(지식재산권)을 전략적으로 활용하는 것이 핵심이다."" 민경하 LG화학 전무(IP총괄)이자 한국지식재산협회 부회장은 16일 제주",https://n.news.naver.com/mnews/article/008/0005181560
밤에 소변 마려워 자주 깨는 男…‘이 암’ 의심하세요,영국의 두 형제가 친구들과의 여행 도중 나눈 농담을 계기로 우연히 검사를 받아봤다가 나란히 전립선암 진단을 받았다. 최근 영국 매체 더 선(The Sun)은 형제인 키스 파웰(68)과 앨런 파웰(66)의 사연을 소개,https://n.news.naver.com/mnews/article/020/0003628783
"'HBM 강자' SK하이닉스, 올해만 두 번째 생산직 인력 채용",SK하이닉스가 올해 두 번째 전임직(생산직) 직원 채용에 나섭니다. 급증하는 AI 반도체 수요에 대비하기 위해 생산능력을 늘리면서 이에 대응하기 위한 것으로 풀이됩니다. 오늘(16일) 업계에 따르면 SK하이닉스는 채,https://n.news.naver.com/mnews/article/422/0000731689
한온시스템 국내외 공장 통폐합 추진,세계 2위 자동차 공조 부품 회사인 한온시스템(018880)이 전 세계에 산재된 50개 공장 중 최대 20%가량의 통폐합을 추진한다. 도널드 트럼프 미국 행정부의 관세정책에 대응해 글로벌 완성차들의 생산 전략이 안정,https://n.news.naver.com/mnews/article/011/0004474853
"최민희, '과기정통부 → 과학기술정보통신인공지능부' 개정안 발의",국회 과학기술정보방송통신위원회 위원장인 최민희 더불어민주당 의원이 16일 인공지능(AI) 기능 강화를 위해 과학기술정보통신부를 과학기술정보통신인공지능부로 개편하는 정부조직법 개정안을 발의했다. 이번 개정안에는 장관 ,https://n.news.naver.com/mnews/article/031/0000925081
"상지대-카네어스, AI·문화콘텐츠 인재양성·사회공헌 협력 협약",상지대는 16일 카네어스 주식회사와 상호 교류 협력 및 사회공헌을 위한 업무협약을 했다. 이번 협약을 통해 양 기관은 ▲ AI 및 문화콘텐츠 산업 분야 전문인력 양성 및 교육·연구개발·사업 진행 ▲ 학생 현장실습 및,https://n.news.naver.com/mnews/article/001/0015334683
"방송통신전파진흥원, 로봇산업진흥원과 맞손…로봇에 ICT 융합",한국방송통신전파진흥원과 한국로봇산업진흥원이 국내 로봇 서비스 산업 활성화를 위해 손을 맞잡았다. 양 기관은 정보통신기술(ICT) 융합을 통해 로봇 산업을 본격 육성한다는 계획이다. 이는 정부가 지정한 ‘국가 첨단전략,https://n.news.naver.com/mnews/article/018/0005989457
